sku_id,attribute,title,evidence,proposed_value,proposed_status,agreement,alternatives,corrected_value,corrected_status,note
shopify:www.untuckit.com:7713737605198,garment_length,Wrinkle-Free Daltrey Shirt - FINAL SALE,"Ditch your iron and make the most of the season. This Wrinkle-Free button-down comes out of the dryer crease-free and ready to wear. It combines fine shirt details—a polished button-down collar, single-needle side seams, and structured cuff",<unknown>,unknown,1.00,,,,
shopify:www.everlane.com:7784909078614,neckline,RetroSoft Cotton Square-Neck Tee | Black,"Giving a ‘90s silhouette a reboot, this square-neck tee pairs a slim, shrunken fit with clean cap sleeves. Made with certified organic ribbed cotton to keep you cool and comfy. The kind of top that works hard in rotation, whether tucked int",square,labeled,1.00,,,,
shopify:www.outdoorvoices.com:7821252886606,material,Polka Tee,Baby Tee in polka dot print with lettuce edge finish and contrast lilac stitching at back shoulder.,<unknown>,unknown,1.00,,,,
shopify:www.untuckit.com:7590258475086,sleeve_style,Stretch Cotton Sleeveless Cordelia Shirt Dress,"Our Cordelia Shirt Dress blooms forth with a pop of fresh spring color. Made from lightweight cotton sateen with just enough added stretch, it's the effortless silhouette that'll keep you cool and comfortable all season long. It also featur",<not_applicable>,not_applicable,1.00,,,,
shopify:fahertybrand.com:8021113339973,sleeve_style,Voile Sundance Dress - Garden Whispers,"Made from 100% organic cotton voile, this maxi dress has a light, airy feel with a soft drape that moves easily. Designed with an off-shoulder neckline and a smocked bodice, it creates a flattering, easy shape that still feels relaxed. Fit:",<unknown>,unknown,1.00,,,,
shopify:www.outdoorvoices.com:7748366827598,silhouette,Puddle Capri,High rise capri in Bubble Wrap — a soft material with a smoother-than-butter texture and medium compression. The Puddle Capri has a wide waistband for comfort and keyhole cut out at the back of the leg with cute adjustable ties. Capri featu,<unknown>,unknown,0.60,,,,
shopify:www.thursdayboots.com:7848748941402,colour_primary,Handbag Hook | Silver Heart,"Product Features Stylish Metal Handbag Hook In Silver Heart Shape Safely Holds Your Favorite Handbag Off The Ground Foldable Design Makes It Perfect For Being On The Go Supports Up To 10 lbs Size: 3"" H x 2.5"" W x 3/16"" D Hook Drop: 4-7/8"" S",metallic,labeled,1.00,,,,
shopify:www.tentree.com:8143540322490,sleeve_style,Vista Sweater,"Combine oversized drop shoulders, a functional quarter zip and ribbed detailing with 100% organic cotton and what do you get? A sweater that's great for your closet and the environment.",dropped_shoulder,labeled,1.00,,,,
shopify:www.everlane.com:7859023970390,details,Textured Halter Midi Dress | Black,"This midi dress features a flattering halter neckline, soft v-neck, and seam detailing throughout. The subtly striped fabric adds texture without overpowering. Made to move beautifully from day to night.",none,labeled,0.80,,,,
shopify:www.everlane.com:7859754401878,colour_primary,Bubble-Sleeve Top | Passion Fruit,"Here to level-up your look, this cropped-fit top features a boat neckline and sculpted bubble sleeves that bring shape through the shoulders. It has a center back button closure. Made from an organic cotton and Bluesign®-certified silk voil",yellow,labeled,1.00,,,,
shopify:www.taylorstitch.com:7579181809741,sleeve_length,The Button Down Polo in Desert Herringbone,The Button Down Polo in Desert Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wash co,short,labeled,1.00,,,,
shopify:www.untuckit.com:7853403111502,closure,Performance Whitman Shirt,"Finally, a shirt that works as hard as you do. Our Performance fabric is breathable, quick-drying, and has stretch for all-day comfort—plus it's sweat-wicking and easy to care for. It comes out of the dryer ready to wear, so you can look sh",<unknown>,unknown,1.00,,,,
shopify:www.everlane.com:7859754860630,silhouette,Mini Shift Dress in Stretch Linen | Dark Brown,Made from stretch linen that's breathable and comfortable. Dress it up or down—it’s ready for both.,shift,labeled,1.00,,,,
shopify:www.rothys.com:7597343113310,garment_length,The Travel Duffel - Forest,"The Travel Duffel in Forest Lightweight, durable design in olive green . Spacious coral interior fits everything you need for the perfect weekend away. Exterior zip pocket and interior slip pocket for your phone, wallet, keys. Durable, comf",<not_applicable>,not_applicable,1.00,,,,
shopify:fahertybrand.com:7784147910725,colour_primary,Double Knit Crewneck - Oat Navy Stripe,"Built for cooler days and crisp nights, this double-knit sweater is rugged on the outside and ridiculously soft on the inside. The blend of long-staple Pima cotton and TENCEL™ Modal gives it the perfect balance of durability, breathability,",multicolour,labeled,1.00,,,,
shopify:www.everlane.com:7827422478422,garment_length,Halter Tank | White,"Fully lined and made from a substantial knit, this top is comfortable enough to wear without a bra. Sleek, modern, and confidence-boosting.",<unknown>,unknown,1.00,,,,
shopify:www.thursdayboots.com:7332008624218,sleeve_length,Everyday Tote | Cuero (M) (Gold),Product Features Cuero Full-Grain Leather Internal Pocket For Easy Storage Convenient Phone Compartment For Quick Access Double Leather Handles For Durability Long-Lasting Rivets With Gold Finish Handcrafted With Integrity Shipping Info Fre,<not_applicable>,not_applicable,1.00,,,,
shopify:www.thursdayboots.com:7743079153754,neckline,Leather Cleaning Wipes | 10 Pack,"Product Features Perfect for Daily Touch-ups at Work, School, or on Vacation Dotted Side Lifts Stubborn Stains Smooth Side Removes Excess Dirt and Dust For Use On Leather Boots, Shoes, Bags, and Jackets Not For Use On Suede Or Nubuck Shippi",<not_applicable>,not_applicable,1.00,,,,
shopify:www.marinelayer.com:8213622718538,details,Allison Pleated Wide Leg Trouser,,pleated,labeled,1.00,,,,
shopify:www.girlfriend.com:7844788469823,colour_primary,Eucalyptus Tabitha Wrap Tank,,green,labeled,0.80,,,,
shopify:www.taylorstitch.com:6865637507149,sleeve_length,The Evans Blazer in Navy Birdseye Wool,"The Evans Blazer in Navy Birdseye Wool from Taylor Stitch 12-oz. 86% wool, 11% polyester, 2% cotton/rayon, and 1% acrylic. Unlined. Notch collar. Single chest pocket. Two lower patch pockets with open tops. Dark horn buttons. Hand wash cold",<unknown>,unknown,1.00,,,,
shopify:www.rothys.com:7374031126622,colour_primary,The Max Square - Amber Cat,"The Max Square in Amber Cat Soft, flexible upper in camel and black leopard print. Streamlined profile with a stretchy topline offers a flattering fit. Features our In Love Insole® in black for heel-to-toe cushioning and all-day wearability",multicolour,labeled,0.80,,,,
shopify:fahertybrand.com:8021116059717,collar_type,Faherty x Quiksilver Heavy Wash Tee - White,"Part of our collaboration with Quiksilver, this oversized, relaxed tee is made from a soft blend of organic and recycled cotton with a broken-in feel from the first wear. Garment-dyed for a vintage, sun-faded look that softens over time, it",none,labeled,0.60,,,,
shopify:www.everlane.com:7841451081814,silhouette,Low-Slung Tie-Front Jean | Medium Indigo,"This low-rise jean that sits close to the hip with a loose relaxed leg. Adjustable tie-front drawcords at the waistband can be worn, removed, or hidden inside for a more streamlined look. Made in a summer-weight, drapier denim. Keep it rela",<unknown>,unknown,1.00,,,,
shopify:www.taylorstitch.com:7579199668301,waistline,The Button Down Polo in Gulf Stream Herringbone,The Button Down Polo in Gulf Stream Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wa,<not_applicable>,not_applicable,1.00,,,,
shopify:naadam.co:7475936854112,collar_type,Luxe Cotton Silk Mixed Media Long Dress,"Wear it on repeat. The Luxe Cotton Silk Mixed Media Long Dress features a color-blocked design, a relaxed drop-waist silhouette, and an ankle-skimming length. It’s knit from a soft blend of 85% cotton and 15% cashmere, and finished with 100",<unknown>,unknown,1.00,,,,
shopify:www.thursdayboots.com:7743079153754,garment_length,Leather Cleaning Wipes | 10 Pack,"Product Features Perfect for Daily Touch-ups at Work, School, or on Vacation Dotted Side Lifts Stubborn Stains Smooth Side Removes Excess Dirt and Dust For Use On Leather Boots, Shoes, Bags, and Jackets Not For Use On Suede Or Nubuck Shippi",<not_applicable>,not_applicable,1.00,,,,
shopify:naadam.co:6565957304416,silhouette,Luxe Cashmere Duster Cardigan,"The long and short of it. The cashmere duster cardigan is the versatile piece you need in your closet. With a relaxed neckline, midi length and slouchy front pockets, it can be dressed up over a button down or dressed down over workout clot",<unknown>,unknown,1.00,,,,
shopify:www.untuckit.com:7663366832206,silhouette,Stretch Cotton Lauren Shirt Dress,"Fall doesn’t start until you slip on this fun, flattering shirt dress. The just-right length works for any event, from an office party to a weekend getaway. Plus, the cotton blend fabric has just enough stretch to keep you comfortable all d",<unknown>,unknown,1.00,,,,
shopify:www.everlane.com:7859754664022,sleeve_length,Halter Tank | Rose Violet,"Fully lined and made from a substantial knit, this top is comfortable enough to wear without a bra. Sleek, modern, and confidence-boosting.",sleeveless,labeled,1.00,,,,
shopify:naadam.co:7163412283488,material,Signature Cashmere Funnel Turtleneck,"More is more. The Signature Cashmere Funnel Turtleneck is a cozy knit with an oversized fit and tunic length. It features a generous funnel neckline, ribbed details, and drop shoulders. Crafted from Signature Cashmere: our classic, 12gg, 10",cashmere,labeled,1.00,,,,
shopify:www.everlane.com:7760661413974,colour_primary,Relaxed Mid-Rise Bootcut Jean | Light Vintage Indigo,"This mid-rise jean has a softer boot flare shape with a lightweight feel that still holds its shape. Made from organic cotton, of course.",blue,labeled,1.00,,,,
shopify:naadam.co:7505740103776,occasion,Super Luxe Cashmere Tie Waist Cardigan,"Tied together. The Super Luxe Cashmere Tie Waist Cardigan is cut long with an oversized fit, giving you room to wrap, knot, or wear it loose. Our heavyweight 100% cashmere makes it seriously soft, while the tie belt keeps it looking pulled-",<unknown>,unknown,1.00,,,,
